,Track Name,Artists,Album Name,Album ID,Track ID,Popularity,Release Date,Duration (ms),Explicit,External URLs,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo
80,Vegas (From the Original Motion Picture Soundtrack ELVIS),Doja Cat,Vegas (From the Original Motion Picture Soundtrack ELVIS),2Q5DPv9uliinOBSdNooIe3,0hquQWY3xvYqN4qtiquniF,73,2022-05-06,182907,True,https://open.spotify.com/track/0hquQWY3xvYqN4qtiquniF,0.801,0.601,8,-7.574,0,0.255,0.0777,3.23e-05,0.145,0.74,159.969
81,Element,Pop Smoke,Meet The Woo 2,4MZnolldq7ciKKlbVDzLm5,57BGVV6wcyhbn3hsjlqEZB,73,2020-02-07,135747,True,https://open.spotify.com/track/57BGVV6wcyhbn3hsjlqEZB,0.772,0.879,2,-4.22,1,0.323,0.0307,1.88e-06,0.25,0.304,61.311
82,La Jumpa,"Arcángel, Bad Bunny",La Jumpa,6LOhj1aK7vkGHJXtKU16PN,5MxFWjuqQIsbNWbMdMdbli,72,2022-11-30,255693,True,https://open.spotify.com/track/5MxFWjuqQIsbNWbMdMdbli,0.713,0.703,8,-5.769,1,0.194,0.298,0.0,0.321,0.576,123.06
83,Remember,"Becky Hill, David Guetta",Remember,6DHfD3rZapWFmEKX1FNNZF,4laAKIq9ZxBCwf99rauPYb,72,2021-06-18,160766,False,https://open.spotify.com/track/4laAKIq9ZxBCwf99rauPYb,0.612,0.862,8,-2.903,1,0.037,0.041,0.0,0.0907,0.354,123.849
84,BABY HELLO,"Rauw Alejandro, Bizarrap",BABY HELLO,5KDgQ8sKzlThX02A5urLj0,2SOvWt6igzXViIjIiWNWEP,72,2023-06-23,222462,True,https://open.spotify.com/track/2SOvWt6igzXViIjIiWNWEP,0.773,0.892,1,-3.732,0,0.0483,0.166,3.1e-06,0.429,0.842,130.007
85,Another Love - Tiësto Remix,"Tom Odell, Tiësto",Another Love (Tiësto Remix),1QltVGlNGbK94CKgUsYZGa,4Et6tUEO7biKxZEfJXpNj1,72,2022-05-13,185366,False,https://open.spotify.com/track/4Et6tUEO7biKxZEfJXpNj1,0.79,0.764,4,-4.685,0,0.0737,0.0836,0.0871,0.132,0.473,123.046
86,Tarantella,"Gabry Ponte, KEL",Tarantella,0nxNoLQWFwsRqTfLh7R0sq,4pBuhoBxgwBpkkOhfT6p6N,71,2024-03-29,145554,False,https://open.spotify.com/track/4pBuhoBxgwBpkkOhfT6p6N,0.701,0.861,9,-5.509,1,0.0781,0.139,2.58e-05,0.332,0.426,140.072
87,Area Codes,Kaliii,Area Codes,6uk3hBYbrMsSzufADPjv9K,7sliFe6W30tPBPh6dvZsIH,71,2023-03-17,139326,True,https://open.spotify.com/track/7sliFe6W30tPBPh6dvZsIH,0.823,0.388,1,-10.867,1,0.491,0.0187,0.0,0.0876,0.507,154.569
88,Astronaut In The Ocean,Masked Wolf,Astronaut In The Ocean,7vus4Q8r5DS2Dl1JClxEsA,3Ofmpyhv5UAQ70mENzB277,71,2021-01-06,132780,True,https://open.spotify.com/track/3Ofmpyhv5UAQ70mENzB277,0.778,0.695,4,-6.865,0,0.0913,0.175,0.0,0.15,0.472,149.996
89,Players,Coi Leray,Players,4cAAsw7mPkGt15GXQzWlrM,6UN73IYd0hZxLi8wFPMQij,71,2022-11-30,139560,True,https://open.spotify.com/track/6UN73IYd0hZxLi8wFPMQij,0.948,0.512,6,-5.74,0,0.146,0.0269,8.57e-06,0.0504,0.599,105.004
90,Wanna Be (with Megan Thee Stallion),"GloRilla, Megan Thee Stallion",Wanna Be (with Megan Thee Stallion),06VGCe5MitPzT9VuqH4u1C,0Izt8MdEU7zDy2hDsm5YkH,71,2024-04-05,156444,True,https://open.spotify.com/track/0Izt8MdEU7zDy2hDsm5YkH,0.919,0.629,1,-5.17,1,0.376,0.0226,0.0,0.146,0.407,135.05
91,HISS,Megan Thee Stallion,HISS,2QfxtFVJK1qh8pj2DEFHlA,79AHPJd8upvNxyK2qQcY8J,71,2024-01-26,192819,True,https://open.spotify.com/track/79AHPJd8upvNxyK2qQcY8J,0.745,0.663,1,-5.056,1,0.423,0.078,0.0,0.213,0.686,167.137
92,On My Love,"Zara Larsson, David Guetta",On My Love,1NoYjCb7ReBR4kfmjntHTi,0dxp7DyPJEo6JhtnjUtBnN,71,2023-09-15,222912,False,https://open.spotify.com/track/0dxp7DyPJEo6JhtnjUtBnN,0.495,0.691,10,-4.989,0,0.0447,0.0745,0.0033,0.0881,0.299,123.051
93,MONEY ON THE DASH,"Elley Duhé, Whethan",MONEY ON THE DASH,1nlaLDMPSzXL8G5LPBDhwd,1p0jBDjxORjYNJyAphBRpE,71,2023-01-20,145667,False,https://open.spotify.com/track/1p0jBDjxORjYNJyAphBRpE,0.84,0.667,8,-7.126,1,0.0843,0.0439,1.34e-05,0.179,0.292,120.044
94,Princess Diana (with Nicki Minaj),"Ice Spice, Nicki Minaj",Princess Diana (with Nicki Minaj),2Q7WBQ794rA9ISPLfqdKjK,0ZxhtATQ0a6EvQNZ0z6NKV,71,2023-04-14,172125,True,https://open.spotify.com/track/0ZxhtATQ0a6EvQNZ0z6NKV,0.898,0.689,9,-5.092,1,0.171,0.165,0.0,0.0957,0.772,147.964
95,Edge of Seventeen,Wuki,Edge of Seventeen,6oeEtPWpOfed7plMHI5qef,5IFSvSEeCAvvBEQ85poqKB,70,2022-10-21,164043,False,https://open.spotify.com/track/5IFSvSEeCAvvBEQ85poqKB,0.708,0.909,5,-5.999,0,0.0476,0.0324,0.527,0.08,0.351,127.997
96,Rhyme Dust,"MK, Dom Dolla",Rhyme Dust,1vSO4N7cwo4pBywCSGF5BR,59QDyqLww2pxyg9ijOPO7f,69,2023-02-24,181365,False,https://open.spotify.com/track/59QDyqLww2pxyg9ijOPO7f,0.925,0.561,3,-8.675,1,0.176,0.0659,0.0271,0.152,0.721,128.034
97,Marianela (Que Pasa),"HUGEL, Merk & Kremont, Lirico En La Casa",Marianela (Que Pasa),5As1VmPUMn4HIgYSbFD6l0,5bZjb7xKqLqa58QiUBcVvl,69,2022-11-25,145766,False,https://open.spotify.com/track/5bZjb7xKqLqa58QiUBcVvl,0.818,0.885,1,-4.184,1,0.0498,0.0353,0.00655,0.0785,0.532,124.041
98,Vent,NOIT,Vent,5wr0mILtj1RIw3ig141YpU,4yMXKeuRDOIzrh3fBiJYds,69,2024-03-01,176898,True,https://open.spotify.com/track/4yMXKeuRDOIzrh3fBiJYds,0.897,0.583,3,-9.584,0,0.376,0.0295,0.00117,0.162,0.954,126.183
99,RIZZ,AYYBO,RIZZ,6uH0vo25qVqNveP02Pr4Uc,3DqOJ2BoddzZpNdty3okJH,69,2023-11-15,200787,True,https://open.spotify.com/track/3DqOJ2BoddzZpNdty3okJH,0.855,0.839,7,-5.733,1,0.153,0.0736,0.426,0.32,0.729,127.044
100,"Phir Aur Kya Chahiye (From ""Zara Hatke Zara Bachke"")","Sachin-Jigar, Arijit Singh, Amitabh Bhattacharya","Phir Aur Kya Chahiye (From ""Zara Hatke Zara Bachke"")",6j4QpObdnZpxNU52o2egBZ,5QW9K4A1gMnIi94YUxtsfM,70,2023-05-16,266075,False,https://open.spotify.com/track/5QW9K4A1gMnIi94YUxtsfM,0.556,0.552,4,-5.875,1,0.0373,0.531,0.0,0.121,0.531,100.051
101,"Dekhha Tenu (From ""Mr. And Mrs. Mahi"")","Mohammad Faiz, Jaani","Dekhha Tenu (From ""Mr. And Mrs. Mahi"")",1C3FmwSQAbjnZR6GRgnWQc,34Fh4HXZmnuBdtgejWUZg2,81,2024-05-14,281512,False,https://open.spotify.com/track/34Fh4HXZmnuBdtgejWUZg2,0.417,0.439,10,-6.901,1,0.0368,0.711,0.0,0.193,0.506,83.982
102,Jaadugari,"maahi, Shayra Apoorva",Jaadugari,5sPUfdDzhZ6CC4umEbHJD8,01JcMZVoGUIWpCacWTiJzb,55,2024-05-22,153882,False,https://open.spotify.com/track/01JcMZVoGUIWpCacWTiJzb,0.619,0.364,7,-9.447,1,0.127,0.288,0.0,0.322,0.422,169.708
103,Soulmate,"Badshah, Arijit Singh",Ek Tha Raja,0LcyzKKw3RjFKL6ygISTeU,1tf2iody5iRLYYPDSBpzRc,80,2024-03-18,213600,False,https://open.spotify.com/track/1tf2iody5iRLYYPDSBpzRc,0.664,0.553,9,-7.555,1,0.0376,0.616,0.0,0.157,0.604,99.93
104,"Sajni (From ""Laapataa Ladies"")","Ram Sampath, Arijit Singh, Prashant Pandey","Sajni (From ""Laapataa Ladies"")",3I3kZyHUtEA9Y59rJkxtk6,5zCnGtCl5Ac5zlFHXaZmhy,83,2024-02-12,170045,False,https://open.spotify.com/track/5zCnGtCl5Ac5zlFHXaZmhy,0.428,0.413,0,-7.783,1,0.0281,0.827,9.35e-06,0.108,0.355,79.646
105,nadaaniyan,Akshath,nadaaniyan,5iB4wggqDR2cQSduJGBfUy,3bmsaFp11I9pbicxzlStf3,73,2024-05-19,171064,False,https://open.spotify.com/track/3bmsaFp11I9pbicxzlStf3,0.698,0.334,6,-6.297,0,0.0291,0.721,0.0,0.0836,0.694,94.123
106,"Tere Vaaste (From ""Zara Hatke Zara Bachke"")","Varun Jain, Sachin-Jigar, Shadab Faridi, Altamash Faridi, Amitabh Bhattacharya","Tere Vaaste (From ""Zara Hatke Zara Bachke"")",4qOiFNt1NMuyLEY8fxigSd,46hzNOUOAlivuCZZ0wE3zi,67,2023-05-22,189136,False,https://open.spotify.com/track/46hzNOUOAlivuCZZ0wE3zi,0.762,0.717,7,-8.316,0,0.0372,0.315,1.87e-05,0.0914,0.958,109.996
107,"O Maahi (From ""Dunki"")","Pritam, Arijit Singh, Irshad Kamil","O Maahi (From ""Dunki"")",011VDmbOf50dqxmLnkdsoC,0qQ4IdhjzNr0gJhdMTf2n3,74,2023-12-11,233453,False,https://open.spotify.com/track/0qQ4IdhjzNr0gJhdMTf2n3,0.616,0.669,1,-6.836,1,0.0349,0.562,0.0,0.177,0.475,116.973
108,Dil Haareya,"Arijit Singh, Vivian Richard, JUNO",Dil Haareya,1H8GL20MLKD7SwymXBFnZG,4vrpvlcDM3uze5PoOgZpoV,65,2023-12-07,239836,False,https://open.spotify.com/track/4vrpvlcDM3uze5PoOgZpoV,0.581,0.676,5,-7.7,1,0.0315,0.675,2.58e-06,0.358,0.458,101.973
109,"Soni Soni (From ""Ishq Vishk Rebound"")","Darshan Raval, Jonita Gandhi, Rochak Kohli, Gurpreet Saini","Soni Soni (From ""Ishq Vishk Rebound"")",3vBso6gFPmEwstdMXn3Ahi,36N5awamOX6XX5pQn3aFXZ,77,2024-05-24,176875,False,https://open.spotify.com/track/36N5awamOX6XX5pQn3aFXZ,0.803,0.694,8,-7.83,0,0.0527,0.551,0.000626,0.128,0.484,108.035
110,"Ve Kamleya (From ""Rocky Aur Rani Kii Prem Kahaani"")","Pritam, Arijit Singh, Shreya Ghoshal, Shadab Faridi, Altamash Faridi, Amitabh Bhattacharya","Ve Kamleya (From ""Rocky Aur Rani Kii Prem Kahaani"")",1hvEqSYJOEoLoe0IRTy7PX,6EivvaEepVTjmDde43eGiB,72,2023-07-18,246989,False,https://open.spotify.com/track/6EivvaEepVTjmDde43eGiB,0.468,0.658,2,-7.6,1,0.0668,0.81,0.0333,0.12,0.534,87.607
111,"Tu Hain Toh (From ""Mr. And Mrs. Mahi"")","Bunny, Hunny, Sagar",Mr. And Mrs. Mahi (Original Motion Picture Soundtrack),3PI3er7mHLniPndwdo0mlA,6egfWbtFFhMToV2DvmEzmo,68,2024-05-24,283540,False,https://open.spotify.com/track/6egfWbtFFhMToV2DvmEzmo,0.635,0.273,9,-10.396,1,0.0278,0.94,0.0,0.0928,0.462,100.956
112,Tu Kya Jaane,"Yashika Sikka, A.R. Rahman, Irshad Kamil",Amar Singh Chamkila,3XBoJ6awI7H0aRvMWDszp3,1pbj0csFgmhGh7AuSMsOCZ,65,2024-03-29,258148,False,https://open.spotify.com/track/1pbj0csFgmhGh7AuSMsOCZ,0.66,0.603,10,-7.922,1,0.106,0.63,0.0,0.0892,0.58,80.871
113,Pehle Bhi Main,"Vishal Mishra, Raj Shekhar",ANIMAL,0a183xiCHiC1GQd8ou7WXO,7yDHHVKLbvDmVw1XXhDDIO,80,2023-11-24,250158,False,https://open.spotify.com/track/7yDHHVKLbvDmVw1XXhDDIO,0.413,0.406,10,-10.23,0,0.0353,0.768,2.22e-06,0.107,0.281,76.944
114,Sorry,maahi,Sorry,56gT7wKR7wzbq7w3l5gU7F,0wj0UQuHJ8K3hxoTsAavnk,45,2024-02-01,197850,False,https://open.spotify.com/track/0wj0UQuHJ8K3hxoTsAavnk,0.739,0.858,10,-4.387,1,0.0649,0.137,0.0,0.315,0.839,100.034
115,Ve Haaniyaan,"Danny, Avvy Sra, Sagar",Ve Haaniyaan,6ViHWV1ADObbcYBF7Aq1B5,2C6CJGFLbisteRuY6Plb7b,75,2024-01-19,240000,False,https://open.spotify.com/track/2C6CJGFLbisteRuY6Plb7b,0.786,0.54,2,-5.622,1,0.0264,0.824,4.31e-05,0.123,0.82,108.032
116,"Tum Kya Mile (From ""Rocky Aur Rani Kii Prem Kahaani"")","Pritam, Arijit Singh, Shreya Ghoshal, Amitabh Bhattacharya","Tum Kya Mile (From ""Rocky Aur Rani Kii Prem Kahaani"")",5FtQVEQsWzRcpqh820ZoII,06LCamFUOtImIKi9mFRKiD,73,2023-06-28,277500,False,https://open.spotify.com/track/06LCamFUOtImIKi9mFRKiD,0.271,0.726,7,-6.504,1,0.0527,0.586,0.0,0.353,0.532,87.425
117,Apna Bana Le,"Sachin-Jigar, Arijit Singh, Amitabh Bhattacharya",Bhediya (Original Motion Picture Soundtrack),12sC6UjMWz6EaxnzyfCNMe,5bQ6oDLqvw8tywmnSmwEyL,74,2022-11-22,261702,False,https://open.spotify.com/track/5bQ6oDLqvw8tywmnSmwEyL,0.586,0.562,9,-7.399,1,0.0267,0.803,5.52e-06,0.063,0.436,93.982
118,Rang Lageya,"Mohit Chauhan, Rochak Kohli",Rang Lageya,3Gv6LmSvfxkUFmw8KCmUEr,7mSzDKajY2wUtstQSLdzMK,69,2021-03-17,227962,False,https://open.spotify.com/track/7mSzDKajY2wUtstQSLdzMK,0.651,0.503,4,-8.729,1,0.0261,0.504,0.0,0.469,0.58,108.014
119,"Angaaron (From ""Pushpa 2 The Rule"") [HINDI]","Shreya Ghoshal, Devi Sri Prasad, Raqueeb Alam","Angaaron (From ""Pushpa 2 The Rule"") [HINDI]",7i3rOAK3iPA96QAekZeOrh,2ZDOzySC2g3YF1p26TPzBt,73,2024-05-29,260263,False,https://open.spotify.com/track/2ZDOzySC2g3YF1p26TPzBt,0.745,0.675,5,-6.623,1,0.0993,0.236,0.0,0.13,0.827,94.864
120,"Raataan Lambiyan (From ""Shershaah"")","Tanishk Bagchi, Jubin Nautiyal, Asees Kaur","Raataan Lambiyan (From ""Shershaah"")",2DKSZvMj7Da6rzNVPMgREj,2rOnSn2piaqLAlYjtfUBlY,70,2021-07-30,230292,False,https://open.spotify.com/track/2rOnSn2piaqLAlYjtfUBlY,0.72,0.63,10,-5.549,1,0.0413,0.615,0.0,0.108,0.512,81.009
121,"Bolo Na (From ""12th Fail"")","Shantanu Moitra, Shaan, Shreya Ghoshal","Bolo Na (From ""12th Fail"")",1ewCQCrxuixFqWDsdjxvsx,1JKAoKg9ctbYLDgyyP3vPP,49,2023-10-13,293053,False,https://open.spotify.com/track/1JKAoKg9ctbYLDgyyP3vPP,0.493,0.321,2,-10.002,1,0.0293,0.91,0.00205,0.106,0.299,95.035
122,Suniyan Suniyan,"Juss, MixSingh",Suniyan Suniyan,7fDOsfo0KfyUV2crgrG6zR,0XRb6eZE4dBIJdqwf1Mixu,76,2024-04-12,197538,False,https://open.spotify.com/track/0XRb6eZE4dBIJdqwf1Mixu,0.83,0.626,1,-6.637,1,0.034,0.688,1.23e-06,0.112,0.794,130.004
123,Love Ya,"Diljit Dosanjh, Sagar",Love Ya,4VkH37VVMJ2geNURWVg1W7,5RWZ6TVZ0HeFTdRWu3VQ7w,68,2024-01-06,161880,False,https://open.spotify.com/track/5RWZ6TVZ0HeFTdRWu3VQ7w,0.715,0.505,2,-8.341,0,0.0564,0.619,0.0,0.297,0.547,133.861
124,Aaj Sajeya,Goldie Sohel,Aaj Sajeya,1K1qbVYRTvD4aEYeL2187k,119XDcdbad5u5bp841vUGV,56,2021-03-30,229180,False,https://open.spotify.com/track/119XDcdbad5u5bp841vUGV,0.641,0.57,7,-10.111,1,0.0665,0.883,0.00177,0.161,0.569,79.931
125,"Satranga (From ""ANIMAL"")","Arijit Singh, Shreyas Puranik, Siddharth - Garima","Satranga (From ""ANIMAL"")",5mZX4EMwEyohNmVfLTDtXn,3yHyiUDJdz02FZ6jfUbsmY,80,2023-10-27,271169,False,https://open.spotify.com/track/3yHyiUDJdz02FZ6jfUbsmY,0.273,0.405,0,-5.81,1,0.0298,0.735,0.0,0.189,0.534,89.48
126,Tu Mile Dil Khile,"Stebin Ben, Asees Kaur",Tu Mile Dil Khile,4l9OB8kgKU3M6w5GYQZbKI,6V7UVqe8XnAS4WPdpaw5TK,62,2023-01-19,197392,False,https://open.spotify.com/track/6V7UVqe8XnAS4WPdpaw5TK,0.712,0.659,2,-4.445,0,0.0332,0.334,1.28e-06,0.0884,0.322,93.961
127,"Tum Se (From ""Teri Baaton Mein Aisa Uljha Jiya"")","Sachin-Jigar, Raghav Chaitanya, Varun Jain, Indraneel","Tum Se (From ""Teri Baaton Mein Aisa Uljha Jiya"")",3vVIhgkDoC0vRBba5drHPe,2ceeTJAzKy295Fm0VsaXtE,78,2024-02-02,264090,False,https://open.spotify.com/track/2ceeTJAzKy295Fm0VsaXtE,0.612,0.595,10,-6.356,1,0.0331,0.68,1.11e-06,0.104,0.435,99.991
128,Tum Ho,"Mohit Chauhan, Suzanne D'Mello",Rockstar,3RZxrS2dDZlbsYtMRM89v8,7uNnlVit5qDvfOje0pqICF,70,2011-10-01,316500,False,https://open.spotify.com/track/7uNnlVit5qDvfOje0pqICF,0.356,0.47,5,-8.929,1,0.0278,0.518,1e-05,0.0807,0.167,93.895
129,"Kudmayi (Film Version) (From ""Rocky Aur Rani Kii Prem Kahaani"")","Pritam, Shahid Mallya, Amitabh Bhattacharya",Rocky Aur Rani Kii Prem Kahaani,0SB9pkSJOzevi6IpIBJbwy,7ClqKkywpMLbBJ6L52S6RL,49,2023-08-14,265227,False,https://open.spotify.com/track/7ClqKkywpMLbBJ6L52S6RL,0.413,0.708,9,-9.096,1,0.0688,0.344,3.25e-05,0.289,0.49,86.87
130,"Agar Ho Tum (From ""Mr. And Mrs. Mahi"")","Tanishk Bagchi, Kausar Munir","Agar Ho Tum (From ""Mr. And Mrs. Mahi"")",08PRzEfce7mwprUTvMmfh2,0a17mIL7XTvYqe9mxuPd3y,71,2024-05-20,253224,False,https://open.spotify.com/track/0a17mIL7XTvYqe9mxuPd3y,0.696,0.499,2,-10.061,1,0.0415,0.582,0.0,0.101,0.591,151.848
131,Ek Ladki Ko Dekha Toh Aisa Laga - Title Track,"Darshan Raval, Rochak Kohli, R. D. Burman",Ek Ladki Ko Dekha Toh Aisa Laga,5MSsnkDnHIwMpST0lWi9yB,3IOgP2PSCTdoAID7VmMGEh,68,2019-01-30,155172,False,https://open.spotify.com/track/3IOgP2PSCTdoAID7VmMGEh,0.532,0.603,10,-7.575,1,0.0545,0.756,0.0,0.323,0.431,173.955
132,"Kaise Hua (From ""Kabir Singh"")","Vishal Mishra, Manoj Muntashir","Kaise Hua (From ""Kabir Singh"")",1ncyKqyZae6DoyjYaV9LmS,1y1rQTkWmrZdJmjwuK07GC,72,2019-06-13,234722,False,https://open.spotify.com/track/1y1rQTkWmrZdJmjwuK07GC,0.385,0.464,2,-6.975,1,0.0404,0.452,0.0,0.109,0.15,137.839
133,"Tujhe Kitna Chahne Lage (From ""Kabir Singh"")","Arijit Singh, Mithoon","Tujhe Kitna Chahne Lage (From ""Kabir Singh"")",3I8PdIhk6pNm8Kv0HiF14V,2Fv2injs4qAm8mJBGaxVKU,74,2019-05-31,284780,False,https://open.spotify.com/track/2Fv2injs4qAm8mJBGaxVKU,0.427,0.396,11,-7.556,1,0.0366,0.736,0.0,0.11,0.306,70.368
134,Sang Rahiyo,Jasleen Royal,Sang Rahiyo,1dkHqiypZzME8gcoJCAfWZ,45PA9lW7U5LYnlpGrdTyHY,74,2020-09-10,213288,False,https://open.spotify.com/track/45PA9lW7U5LYnlpGrdTyHY,0.634,0.529,10,-11.374,1,0.0248,0.794,0.0002,0.0567,0.409,94.014
135,"Kesariya (From ""Brahmastra"")","Pritam, Arijit Singh, Amitabh Bhattacharya","Kesariya (From ""Brahmastra"")",1HeX4SmCFW4EPHQDvHgrVS,6VBhH7CyP56BXjp8VsDFPZ,71,2022-07-17,268165,False,https://open.spotify.com/track/6VBhH7CyP56BXjp8VsDFPZ,0.577,0.574,0,-6.525,1,0.0278,0.572,0.0,0.1,0.436,94.009
136,Maiyya Mainu,Sachet Tandon,Jersey (Original Motion Picture Soundtrack),1FrTddcjO9PzPaJX7SkQEC,3ygfdwvBJ2Y5XhJiiHFFZE,70,2022-04-26,231576,False,https://open.spotify.com/track/3ygfdwvBJ2Y5XhJiiHFFZE,0.63,0.739,0,-3.942,1,0.0248,0.194,0.0,0.113,0.224,109.985
137,Ve Kamleya - Asees Version,"Asees Kaur, Pritam",Ve Kamleya - Asees Version,4rFLZ85c7DH7p7dTzMYanE,0t13TDloNQhmFFLOa4bMhs,61,2023-09-04,180000,False,https://open.spotify.com/track/0t13TDloNQhmFFLOa4bMhs,0.485,0.657,2,-6.893,1,0.133,0.369,0.0,0.379,0.395,85.564
138,Roki Na,Goldie Sohel,Roki Na,0FpElWb4THBFTJI9kNDUU0,1W4enKPZmU2iBSTpybXSEn,34,2024-05-16,199683,False,https://open.spotify.com/track/1W4enKPZmU2iBSTpybXSEn,0.4,0.734,0,-6.383,1,0.0867,0.549,4.8e-06,0.0978,0.517,83.855
139,Maan Meri Jaan,King,Champagne Talk,15CyNDuGY5fsG0Hn9rjnpG,1418IuVKQPTYqt7QNJ9RXN,74,2022-09-13,194654,False,https://open.spotify.com/track/1418IuVKQPTYqt7QNJ9RXN,0.698,0.505,6,-8.242,0,0.0356,0.354,0.0,0.0995,0.396,95.868
140,Tera Ban Jaunga,"Akhil Sachdeva, Tulsi Kumar",Kabir Singh,3uuu6u13U0KeVQsZ3CZKK4,3oWxFNsXstcancCR1wODR4,67,2019-06-14,236437,False,https://open.spotify.com/track/3oWxFNsXstcancCR1wODR4,0.605,0.53,11,-6.346,1,0.0246,0.821,0.0,0.131,0.397,93.95
141,Maula Mere Maula,Roop Kumar Rathod,Anwar,1m24oMsNiL89cMnoO2r899,4CGBTtlrjZj7ydpV52cgB4,67,2007-01-12,364330,False,https://open.spotify.com/track/4CGBTtlrjZj7ydpV52cgB4,0.549,0.737,0,-7.865,1,0.0386,0.459,0.00844,0.091,0.412,119.963
142,Kalank - Bonus Track,"Pritam, Shilpa Rao, Arijit Singh",Kalank (Original Motion Picture Soundtrack),6oGrVe1XTTji8TBQh5eJit,5mlgxUtBTfgnshI51n91oC,43,2019-04-14,308136,False,https://open.spotify.com/track/5mlgxUtBTfgnshI51n91oC,0.567,0.673,10,-7.668,1,0.0398,0.492,5.98e-05,0.102,0.325,117.919
143,Agar Tum Saath Ho,"Alka Yagnik, Arijit Singh",Tamasha,2CUXo26JAWIbQx0EVMnjpA,3hkC9EHFZNQPXrtl8WPHnX,71,2015-10-16,341055,False,https://open.spotify.com/track/3hkC9EHFZNQPXrtl8WPHnX,0.562,0.519,3,-8.744,1,0.0326,0.557,0.000268,0.172,0.415,122.925
144,"Janiye (from the Netflix Film ""Chor Nikal Ke Bhaga"")","Vishal Mishra, Rashmeet Kaur","Janiye (from the Netflix Film ""Chor Nikal Ke Bhaga"")",0kZKLq2WZQWvXvbxvK6YoC,0645eBDehHcqfiF15hscQV,76,2023-03-17,223390,False,https://open.spotify.com/track/0645eBDehHcqfiF15hscQV,0.578,0.444,8,-11.447,0,0.0644,0.44,0.0,0.146,0.36,76.032
145,Shayad,"Pritam, Arijit Singh",Love Aaj Kal (Original Motion Picture Soundtrack),6IXfWhC7omotM4lt0ROmEr,1smFN2CLqGROu0J0UyvDfL,72,2020-02-14,247941,False,https://open.spotify.com/track/1smFN2CLqGROu0J0UyvDfL,0.483,0.468,8,-7.642,1,0.0341,0.784,0.0,0.152,0.319,135.875
146,Tujhko Jo Paaya,"Pritam, Mohit Chauhan",Crook (Original Motion Picture Soundtrack),298NO23hfv1nhAE0gQ5vLN,62kyw2ux2p0CZ7pKWtM6QO,60,2010-09-03,184827,False,https://open.spotify.com/track/62kyw2ux2p0CZ7pKWtM6QO,0.598,0.236,9,-9.733,1,0.0363,0.845,0.0,0.109,0.413,149.839
147,"Jaane Jaan - Title Track (From ""Jaane Jaan"")","Sachin-Jigar, Neha Kakkar","Jaane Jaan - Title Track (From ""Jaane Jaan"")",50ZzqYelh9g0PEb4vT3sNb,23L1GZqw7zJbTVGp7wGQc8,38,2023-09-11,140469,False,https://open.spotify.com/track/23L1GZqw7zJbTVGp7wGQc8,0.713,0.606,1,-6.952,0,0.0418,0.713,0.000166,0.163,0.527,127.938
148,Rangi Saari,"Kavita Seth, Kanishk Seth",Rangi Saari,47Pfns3lteJ9cVpmRhA7gK,3F2BSn4ayglzMwquBRHZq6,63,2020-04-24,214000,False,https://open.spotify.com/track/3F2BSn4ayglzMwquBRHZq6,0.613,0.685,10,-7.993,1,0.0419,0.212,0.0615,0.0926,0.268,139.985
149,O Re Piya,"Salim–Sulaiman, Rahat Fateh Ali Khan, Jaideep Sahni",Aaja Nachle,4ONIL6w6cUj2ArNYM6V4CL,7cWnks0lsRtpAi87COOiXK,69,2007-10-18,379768,False,https://open.spotify.com/track/7cWnks0lsRtpAi87COOiXK,0.586,0.532,11,-8.837,0,0.0328,0.779,0.000565,0.124,0.494,99.994
150,Raabta,"Pritam, Arijit Singh",Agent Vinod,2DqQ34i4uuuZWTScsGIgHr,6FjbAnaPRPwiP3sciEYctO,70,2012-02-24,243578,False,https://open.spotify.com/track/6FjbAnaPRPwiP3sciEYctO,0.657,0.581,0,-8.108,1,0.0298,0.699,1.82e-05,0.116,0.323,118.037
151,Zara Zara,Bombay Jayashri,Rehnaa Hai Terre Dil Mein,2wYCe7tPgYvU2A1o6iF9hx,7wrYBASu0OoxoDErd4Edxd,59,2001-10-19,298266,False,https://open.spotify.com/track/7wrYBASu0OoxoDErd4Edxd,0.643,0.268,11,-15.073,0,0.09,0.593,2.06e-06,0.316,0.62,143.813
152,"Tum Se (From ""Teri Baaton Mein Aisa Uljha Jiya"")","Sachin-Jigar, Raghav Chaitanya, Varun Jain, Indraneel","Tum Se (From ""Teri Baaton Mein Aisa Uljha Jiya"")",3vVIhgkDoC0vRBba5drHPe,2ceeTJAzKy295Fm0VsaXtE,78,2024-02-02,264090,False,https://open.spotify.com/track/2ceeTJAzKy295Fm0VsaXtE,0.612,0.595,10,-6.356,1,0.0331,0.68,1.11e-06,0.104,0.435,99.991
153,Qaafirana,"Arijit Singh, Nikhita Gandhi",Kedarnath (Original Motion Picture Soundtrack),5tr2QN1s6pREyv0Kc39Zpm,7BCp5hEiiDSmXsxsXkvYff,69,2018-11-27,341823,False,https://open.spotify.com/track/7BCp5hEiiDSmXsxsXkvYff,0.413,0.433,4,-8.958,1,0.042,0.0722,0.0,0.123,0.208,169.954
